Route,Date of Journey,Departure Time,Departure Station,Arrival Destination,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Delay in Minutes,Trip ID,Day Type
Liverpool Lime Street to Manchester Piccadilly,3/19/2024,4:15:00,Liverpool Lime Street,Manchester Piccadilly,4:45:00,4:45:00,On Time,No delay,0,12707,Weekday
London Kings Cross to York,3/19/2024,4:30:00,London Kings Cross,York,6:20:00,6:20:00,On Time,No delay,0,12708,Weekday
Reading to Swindon,3/18/2024,7:30:00,Reading,Swindon,8:15:00,8:15:00,On Time,No delay,0,12709,Weekday
London St Pancras to Birmingham New Street,3/18/2024,8:00:00,London St Pancras,Birmingham New Street,9:20:00,9:20:00,On Time,No delay,0,12710,Weekday
London Kings Cross to York,3/19/2024,5:00:00,London Kings Cross,York,6:50:00,6:50:00,On Time,No delay,0,12711,Weekday
Reading to Oxford,3/18/2024,8:00:00,Reading,Oxford,8:25:00,8:25:00,On Time,No delay,0,12712,Weekday
Manchester Piccadilly to Leeds,3/18/2024,8:15:00,Manchester Piccadilly,Leeds,9:00:00,9:00:00,On Time,No delay,0,12713,Weekday
London Euston to Birmingham New Street,3/18/2024,8:15:00,London Euston,Birmingham New Street,9:35:00,9:35:00,On Time,No delay,0,12714,Weekday
London Kings Cross to York,3/19/2024,5:15:00,London Kings Cross,York,7:05:00,7:05:00,On Time,No delay,0,12715,Weekday
York to Liverpool Lime Street,3/18/2024,8:15:00,York,Liverpool Lime Street,9:45:00,9:45:00,On Time,No delay,0,12716,Weekday
London Paddington to Reading,3/18/2024,8:30:00,London Paddington,Reading,9:30:00,9:30:00,On Time,No delay,0,12717,Weekday
London Kings Cross to York,3/18/2024,7:45:00,London Kings Cross,York,9:35:00,9:35:00,On Time,No delay,0,12718,Weekday
London St Pancras to Birmingham New Street,3/19/2024,5:45:00,London St Pancras,Birmingham New Street,7:05:00,7:05:00,On Time,No delay,0,12719,Weekday
Liverpool Lime Street to London Paddington,3/18/2024,8:45:00,Liverpool Lime Street,London Paddington,11:15:00,11:15:00,On Time,No delay,0,12720,Weekday
Manchester Piccadilly to Nottingham,3/18/2024,9:00:00,Manchester Piccadilly,Nottingham,10:00:00,10:34:00,Delayed,Signal Failure,34,12721,Weekday
London Kings Cross to Edinburgh Waverley,3/18/2024,16:00:00,London Kings Cross,Edinburgh Waverley,20:20:00,20:20:00,On Time,No delay,0,12722,Weekday
London Euston to Birmingham New Street,3/18/2024,9:00:00,London Euston,Birmingham New Street,10:20:00,10:20:00,On Time,No delay,0,12723,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,6:15:00,Manchester Piccadilly,Liverpool Lime Street,6:45:00,6:45:00,On Time,No delay,0,12724,Weekday
London Kings Cross to York,3/19/2024,6:15:00,London Kings Cross,York,8:05:00,8:05:00,On Time,No delay,0,12725,Weekday
London Paddington to Reading,3/19/2024,6:15:00,London Paddington,Reading,7:15:00,,Cancelled,Weather Conditions,,12726,Weekday
York to Doncaster,3/19/2024,6:30:00,York,Doncaster,7:00:00,7:00:00,On Time,No delay,0,12727,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,6:30:00,Manchester Piccadilly,Liverpool Lime Street,7:00:00,7:00:00,On Time,No delay,0,12728,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/18/2024,9:30:00,Manchester Piccadilly,Liverpool Lime Street,10:00:00,10:00:00,On Time,No delay,0,12729,Weekday
London St Pancras to Birmingham New Street,3/19/2024,6:30:00,London St Pancras,Birmingham New Street,7:50:00,7:50:00,On Time,No delay,0,12730,Weekday
Birmingham New Street to London St Pancras,3/19/2024,6:30:00,Birmingham New Street,London St Pancras,7:50:00,7:50:00,On Time,No delay,0,12731,Weekday
London Euston to Manchester Piccadilly,3/19/2024,6:30:00,London Euston,Manchester Piccadilly,8:20:00,8:20:00,On Time,No delay,0,12732,Weekday
London Euston to Birmingham New Street,3/19/2024,6:30:00,London Euston,Birmingham New Street,7:50:00,7:50:00,On Time,No delay,0,12733,Weekday
Birmingham New Street to London Kings Cross,3/19/2024,6:30:00,Birmingham New Street,London Kings Cross,8:00:00,8:00:00,On Time,No delay,0,12734,Weekday
London Paddington to Oxford,3/19/2024,7:45:00,London Paddington,Oxford,9:15:00,9:15:00,On Time,No delay,0,12735,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,6:45:00,Manchester Piccadilly,Liverpool Lime Street,7:15:00,7:15:00,On Time,No delay,0,12736,Weekday
London Paddington to Reading,3/19/2024,7:00:00,London Paddington,Reading,8:00:00,8:00:00,On Time,No delay,0,12737,Weekday
Liverpool Lime Street to Manchester Piccadilly,3/18/2024,10:00:00,Liverpool Lime Street,Manchester Piccadilly,10:30:00,10:30:00,On Time,No delay,0,12738,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,7:15:00,Manchester Piccadilly,Liverpool Lime Street,7:45:00,7:45:00,On Time,No delay,0,12739,Weekday
London Kings Cross to York,3/19/2024,7:30:00,London Kings Cross,York,9:20:00,9:20:00,On Time,No delay,0,12740,Weekday
York to Doncaster,3/19/2024,7:30:00,York,Doncaster,8:00:00,8:00:00,On Time,No delay,0,12741,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,7:45:00,Manchester Piccadilly,Liverpool Lime Street,8:15:00,8:15:00,On Time,No delay,0,12742,Weekday
Liverpool Lime Street to London Euston,3/19/2024,8:00:00,Liverpool Lime Street,London Euston,10:15:00,10:36:00,Delayed,Weather Conditions,21,12743,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/18/2024,11:00:00,Manchester Piccadilly,Liverpool Lime Street,11:30:00,13:56:00,Delayed,Staff Shortage,146,12744,Weekday
London Euston to Manchester Piccadilly,3/19/2024,8:00:00,London Euston,Manchester Piccadilly,9:50:00,9:50:00,On Time,No delay,0,12745,Weekday
Manchester Piccadilly to London Euston,3/19/2024,8:00:00,Manchester Piccadilly,London Euston,9:50:00,10:20:00,Delayed,Weather Conditions,30,12746,Weekday
London Euston to Birmingham New Street,3/19/2024,8:15:00,London Euston,Birmingham New Street,9:35:00,9:35:00,On Time,No delay,0,12747,Weekday
London Paddington to Reading,3/19/2024,8:30:00,London Paddington,Reading,9:30:00,9:30:00,On Time,No delay,0,12748,Weekday
Liverpool Lime Street to London St Pancras,3/19/2024,8:30:00,Liverpool Lime Street,London St Pancras,11:00:00,11:00:00,On Time,No delay,0,12749,Weekday
Liverpool Lime Street to Manchester Piccadilly,3/19/2024,8:45:00,Liverpool Lime Street,Manchester Piccadilly,9:15:00,9:15:00,On Time,No delay,0,12750,Weekday
London St Pancras to Birmingham New Street,3/19/2024,9:45:00,London St Pancras,Birmingham New Street,11:05:00,11:05:00,On Time,No delay,0,12751,Weekday
London Paddington to Reading,3/19/2024,9:00:00,London Paddington,Reading,10:00:00,10:00:00,On Time,No delay,0,12752,Weekday
Manchester Piccadilly to Leeds,3/19/2024,9:00:00,Manchester Piccadilly,Leeds,9:45:00,12:09:00,Delayed,Signal Failure,144,12753,Weekday
Manchester Piccadilly to London St Pancras,3/18/2024,12:00:00,Manchester Piccadilly,London St Pancras,14:15:00,14:15:00,On Time,No delay,0,12754,Weekday
London Kings Cross to York,3/18/2024,13:15:00,London Kings Cross,York,15:05:00,15:05:00,On Time,No delay,0,12755,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,10:30:00,Manchester Piccadilly,Liverpool Lime Street,11:00:00,11:00:00,On Time,No delay,0,12756,Weekday
London Euston to Birmingham New Street,3/18/2024,13:45:00,London Euston,Birmingham New Street,15:05:00,15:05:00,On Time,No delay,0,12757,Weekday
London Kings Cross to York,3/18/2024,13:45:00,London Kings Cross,York,15:35:00,15:35:00,On Time,No delay,0,12758,Weekday
York to Edinburgh,3/19/2024,11:00:00,York,Edinburgh,13:30:00,13:30:00,On Time,No delay,0,12759,Weekday
London Kings Cross to York,3/18/2024,14:30:00,London Kings Cross,York,16:20:00,16:20:00,On Time,No delay,0,12760,Weekday
London Euston to Birmingham New Street,3/19/2024,11:45:00,London Euston,Birmingham New Street,13:05:00,13:05:00,On Time,No delay,0,12761,Weekday
London Kings Cross to York,3/19/2024,11:45:00,London Kings Cross,York,13:35:00,13:35:00,On Time,No delay,0,12762,Weekday
London Paddington to Reading,3/19/2024,11:45:00,London Paddington,Reading,12:45:00,12:45:00,On Time,No delay,0,12763,Weekday
Birmingham New Street to Reading,3/18/2024,14:45:00,Birmingham New Street,Reading,16:15:00,16:15:00,On Time,No delay,0,12764,Weekday
Birmingham New Street to London St Pancras,3/19/2024,12:00:00,Birmingham New Street,London St Pancras,13:20:00,13:20:00,On Time,No delay,0,12765,Weekday
London St Pancras to Birmingham New Street,3/18/2024,15:15:00,London St Pancras,Birmingham New Street,16:35:00,16:35:00,On Time,No delay,0,12766,Weekday
London Euston to Birmingham New Street,3/18/2024,15:30:00,London Euston,Birmingham New Street,16:50:00,16:50:00,On Time,No delay,0,12767,Weekday
London St Pancras to Birmingham New Street,3/19/2024,18:45:00,London St Pancras,Birmingham New Street,20:05:00,20:05:00,On Time,No delay,0,12768,Weekday
London Paddington to Reading,3/19/2024,12:45:00,London Paddington,Reading,13:45:00,13:45:00,On Time,No delay,0,12769,Weekday
Liverpool Lime Street to Manchester Piccadilly,3/18/2024,15:45:00,Liverpool Lime Street,Manchester Piccadilly,16:15:00,16:15:00,On Time,No delay,0,12770,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/18/2024,15:45:00,Manchester Piccadilly,Liverpool Lime Street,16:15:00,16:15:00,On Time,No delay,0,12771,Weekday
London St Pancras to Birmingham New Street,3/18/2024,15:45:00,London St Pancras,Birmingham New Street,17:05:00,17:05:00,On Time,No delay,0,12772,Weekday
London Euston to Birmingham New Street,3/19/2024,13:00:00,London Euston,Birmingham New Street,14:20:00,14:20:00,On Time,No delay,0,12773,Weekday
York to Peterborough,3/18/2024,16:00:00,York,Peterborough,17:10:00,17:10:00,On Time,No delay,0,12774,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,13:15:00,Manchester Piccadilly,Liverpool Lime Street,13:45:00,13:45:00,On Time,No delay,0,12775,Weekday
London Euston to Birmingham New Street,3/19/2024,13:15:00,London Euston,Birmingham New Street,14:35:00,14:35:00,On Time,No delay,0,12776,Weekday
London St Pancras to Birmingham New Street,3/19/2024,13:30:00,London St Pancras,Birmingham New Street,14:50:00,14:50:00,On Time,No delay,0,12777,Weekday
Liverpool Lime Street to Leeds,3/18/2024,16:30:00,Liverpool Lime Street,Leeds,18:00:00,18:00:00,On Time,No delay,0,12778,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,13:30:00,Manchester Piccadilly,Liverpool Lime Street,14:00:00,14:00:00,On Time,No delay,0,12779,Weekday
London Kings Cross to York,3/18/2024,17:00:00,London Kings Cross,York,18:50:00,18:50:00,On Time,No delay,0,12780,Weekday
London Euston to Birmingham New Street,3/18/2024,17:00:00,London Euston,Birmingham New Street,18:20:00,18:20:00,On Time,No delay,0,12781,Weekday
London Paddington to Reading,3/19/2024,14:00:00,London Paddington,Reading,15:00:00,15:00:00,On Time,No delay,0,12782,Weekday
London Kings Cross to York,3/18/2024,17:15:00,London Kings Cross,York,19:05:00,19:05:00,On Time,No delay,0,12783,Weekday
London St Pancras to Birmingham New Street,3/19/2024,14:15:00,London St Pancras,Birmingham New Street,15:35:00,15:35:00,On Time,No delay,0,12784,Weekday
London St Pancras to Birmingham New Street,3/19/2024,14:30:00,London St Pancras,Birmingham New Street,15:50:00,15:50:00,On Time,No delay,0,12785,Weekday
London St Pancras to Birmingham New Street,3/18/2024,17:45:00,London St Pancras,Birmingham New Street,19:05:00,,Cancelled,Signal Failure,,12786,Weekday
Liverpool Lime Street to Manchester Piccadilly,3/18/2024,18:30:00,Liverpool Lime Street,Manchester Piccadilly,19:00:00,19:00:00,On Time,No delay,0,12787,Weekday
London Paddington to Reading,3/18/2024,18:30:00,London Paddington,Reading,19:30:00,19:30:00,On Time,No delay,0,12788,Weekday
Birmingham New Street to Tamworth,3/18/2024,18:45:00,Birmingham New Street,Tamworth,19:05:00,19:05:00,On Time,No delay,0,12789,Weekday
London Paddington to Reading,3/18/2024,18:45:00,London Paddington,Reading,19:45:00,19:45:00,On Time,No delay,0,12790,Weekday
Reading to Didcot,3/18/2024,18:45:00,Reading,Didcot,19:00:00,19:00:00,On Time,No delay,0,12791,Weekday
London Euston to Birmingham New Street,3/19/2024,16:00:00,London Euston,Birmingham New Street,17:20:00,17:44:00,Delayed,Signal Failure,24,12792,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,16:00:00,Manchester Piccadilly,Liverpool Lime Street,16:30:00,16:30:00,On Time,No delay,0,12793,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/18/2024,19:15:00,Manchester Piccadilly,Liverpool Lime Street,19:45:00,19:45:00,On Time,No delay,0,12794,Weekday
London Paddington to Reading,3/19/2024,16:15:00,London Paddington,Reading,17:15:00,17:15:00,On Time,No delay,0,12795,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,16:15:00,Manchester Piccadilly,Liverpool Lime Street,16:45:00,16:45:00,On Time,No delay,0,12796,Weekday
Manchester Piccadilly to London Euston,3/19/2024,17:30:00,Manchester Piccadilly,London Euston,19:20:00,19:49:00,Delayed,Technical Issue,29,12797,Weekday
Liverpool Lime Street to London Euston,3/19/2024,17:30:00,Liverpool Lime Street,London Euston,19:45:00,19:47:00,Delayed,Technical Issue,2,12798,Weekday
London Euston to Birmingham New Street,3/18/2024,20:00:00,London Euston,Birmingham New Street,21:20:00,21:20:00,On Time,No delay,0,12799,Weekday
London Paddington to Reading,3/18/2024,20:00:00,London Paddington,Reading,21:00:00,21:00:00,On Time,No delay,0,12800,Weekday
Liverpool Lime Street to Manchester Piccadilly,3/18/2024,20:15:00,Liverpool Lime Street,Manchester Piccadilly,20:45:00,20:45:00,On Time,No delay,0,12801,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/18/2024,20:15:00,Manchester Piccadilly,Liverpool Lime Street,20:45:00,20:45:00,On Time,No delay,0,12802,Weekday
London Euston to Birmingham New Street,3/18/2024,20:30:00,London Euston,Birmingham New Street,21:50:00,21:50:00,On Time,No delay,0,12803,Weekday
Liverpool Lime Street to Manchester Piccadilly,3/18/2024,20:30:00,Liverpool Lime Street,Manchester Piccadilly,21:00:00,21:00:00,On Time,No delay,0,12804,Weekday
London Euston to Birmingham New Street,3/18/2024,20:45:00,London Euston,Birmingham New Street,22:05:00,22:05:00,On Time,No delay,0,12805,Weekday
London St Pancras to Leicester,3/19/2024,18:45:00,London St Pancras,Leicester,19:45:00,19:45:00,On Time,No delay,0,12806,Weekday
London Euston to Birmingham New Street,3/19/2024,17:45:00,London Euston,Birmingham New Street,19:05:00,19:05:00,On Time,No delay,0,12807,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,18:45:00,Manchester Piccadilly,Liverpool Lime Street,19:15:00,19:15:00,On Time,No delay,0,12808,Weekday
London St Pancras to Birmingham New Street,3/19/2024,18:00:00,London St Pancras,Birmingham New Street,19:20:00,19:20:00,On Time,No delay,0,12809,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,17:45:00,Manchester Piccadilly,Liverpool Lime Street,18:15:00,18:15:00,On Time,No delay,0,12810,Weekday
Liverpool Lime Street to Manchester Piccadilly,3/19/2024,18:30:00,Liverpool Lime Street,Manchester Piccadilly,19:00:00,19:00:00,On Time,No delay,0,12811,Weekday
London Paddington to Reading,3/18/2024,21:30:00,London Paddington,Reading,22:30:00,22:30:00,On Time,No delay,0,12812,Weekday
Birmingham New Street to Nuneaton,3/19/2024,18:45:00,Birmingham New Street,Nuneaton,19:05:00,19:05:00,On Time,No delay,0,12813,Weekday
Liverpool Lime Street to Crewe,3/19/2024,18:45:00,Liverpool Lime Street,Crewe,19:20:00,19:20:00,On Time,No delay,0,12814,Weekday
Birmingham New Street to Stafford,3/19/2024,17:45:00,Birmingham New Street,Stafford,18:15:00,18:15:00,On Time,No delay,0,12815,Weekday
London Paddington to Reading,3/19/2024,18:45:00,London Paddington,Reading,19:45:00,19:45:00,On Time,No delay,0,12816,Weekday
London St Pancras to Birmingham New Street,3/19/2024,19:00:00,London St Pancras,Birmingham New Street,20:20:00,20:20:00,On Time,No delay,0,12817,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,19:30:00,Manchester Piccadilly,Liverpool Lime Street,20:00:00,20:00:00,On Time,No delay,0,12818,Weekday
London Kings Cross to York,3/19/2024,19:45:00,London Kings Cross,York,21:35:00,21:35:00,On Time,No delay,0,12819,Weekday
London St Pancras to Birmingham New Street,3/19/2024,19:45:00,London St Pancras,Birmingham New Street,21:05:00,21:05:00,On Time,No delay,0,12820,Weekday
London Euston to Birmingham New Street,3/19/2024,20:00:00,London Euston,Birmingham New Street,21:20:00,21:20:00,On Time,No delay,0,12821,Weekday
Manchester Piccadilly to Sheffield,3/19/2024,20:15:00,Manchester Piccadilly,Sheffield,21:00:00,21:00:00,On Time,No delay,0,12822,Weekday
Manchester Piccadilly to Liverpool Lime Street,3/19/2024,20:15:00,Manchester Piccadilly,Liverpool Lime Street,20:45:00,20:45:00,On Time,No delay,0,12823,Weekday
London Paddington to Reading,3/19/2024,20:15:00,London Paddington,Reading,21:15:00,21:15:00,On Time,No delay,0,12824,Weekday
Liverpool Lime Street to Manchester Piccadilly,3/19/2024,20:30:00,Liverpool Lime Street,Manchester Piccadilly,21:00:00,21:00:00,On Time,No delay,0,12825,Weekday
London Euston to Birmingham New Street,3/19/2024,20:30:00,London Euston,Birmingham New Street,21:50:00,21:50:00,On Time,No delay,0,12826,Weekday
London St Pancras to Birmingham New Street,3/19/2024,0:00:00,London St Pancras,Birmingham New Street,1:20:00,1:20:00,On Time,No delay,0,12827,Weekday
London Paddington to Reading,3/19/2024,21:30:00,London Paddington,Reading,22:30:00,22:30:00,On Time,No delay,0,12828,Weekday
London Euston to Birmingham New Street,3/19/2024,21:30:00,London Euston,Birmingham New Street,22:50:00,22:50:00,On Time,No delay,0,12829,Weekday
London Kings Cross to York,3/19/2024,21:30:00,London Kings Cross,York,23:20:00,23:20:00,On Time,No delay,0,12830,Weekday
London Paddington to Reading,3/19/2024,22:00:00,London Paddington,Reading,23:00:00,23:00:00,On Time,No delay,0,12831,Weekday
London Euston to Birmingham New Street,3/19/2024,22:15:00,London Euston,Birmingham New Street,23:35:00,23:35:00,On Time,No delay,0,12832,Weekday
Manchester Piccadilly to London Paddington,3/19/2024,1:45:00,Manchester Piccadilly,London Paddington,4:00:00,4:00:00,On Time,No delay,0,12833,Weekday
London Paddington to Reading,3/20/2024,22:45:00,London Paddington,Reading,23:45:00,23:45:00,On Time,No delay,0,12834,Weekday
York to Durham,3/19/2024,1:45:00,York,Durham,2:35:00,2:35:00,On Time,No delay,0,12835,Weekday
London St Pancras to Birmingham New Street,3/19/2024,2:00:00,London St Pancras,Birmingham New Street,3:20:00,3:20:00,On Time,No delay,0,12836,Weekday
London Paddington to Reading,3/19/2024,23:00:00,London Paddington,Reading,0:00:00,0:00:00,On Time,No delay,0,12837,Weekday
